"source_file","source_sha256","source_layer","source_code_field","source_feature_count","division_count","original_vertex_count","simplification_tolerance_m","simplified_vertex_count","maximum_area_difference_pct","polygon_table_rows","compressed_data_bytes"
"Ecosys_EcoMapProvinces_2007.zip","6f4463d053a3ca6a36d5a642bbbe4fbb09a9d66576047c1ed789e149f5affd91","S_USA.Ecosys_EcoMapProvinces_2007","MAP_UNIT_S",36,19,553135,500,55823,0.352596355848423,55823,530480
