"species","id","family","source_file","upstream_commit"
42,"A00FW3W042","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
98,"A00FW3W098","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
242,"A00FW3W242","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
260,"A00FW3W260","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
42,"A02F32W042","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
98,"A02F32W098","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
242,"A02F32W242","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
260,"A02F32W260","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
263,"A02F32W263","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
42,"A02F33W042","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
98,"A02F33W098","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
242,"A02F33W242","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
260,"A02F33W260","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
263,"A02F33W263","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
42,"A02FW3W042","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
98,"A02FW3W098","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
242,"A02FW3W242","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
260,"A02FW3W260","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
263,"A02FW3W263","flewelling_3pt","TREEVOLUME_FIXTURES/full/flewelling_3pt.double.csv.gz","38548071d5aa652bb90c7f111f86b427f798a1c9"
