"state","county","division","mountain","province","section","subregion_code","predominant_area_percent","source_page"
54,11,221,1,221,5,122105,100,91
54,13,221,1,221,5,122105,100,91
54,15,221,1,221,5,122105,76.3,91
54,17,221,1,221,5,122105,100,91
54,19,1221,2,221,2,222102,58.9,91
54,21,221,1,221,5,122105,100,91
54,23,1221,2,221,1,222101,62,91
54,25,1221,2,221,1,222101,60.2,91
54,27,1221,2,221,1,222101,100,91
54,29,221,1,221,5,122105,100,91
54,31,1221,2,221,1,222101,100,91
54,33,221,1,221,5,122105,100,91
54,35,221,1,221,5,122105,100,91
54,37,1221,2,221,1,222101,67.7,91
54,39,221,1,221,5,122105,75.1,91
54,41,221,1,221,5,122105,94.2,91
54,43,221,1,221,5,122105,100,91
54,45,1221,2,221,3,222103,82.9,91
54,47,1221,2,221,3,222103,100,91
54,49,221,1,221,5,122105,96.8,91
54,51,221,1,221,5,122105,100,91
54,53,221,1,221,5,122105,100,91
54,55,1221,2,221,1,222101,74.2,91
54,57,1221,2,221,1,222101,69.7,91
54,59,1221,2,221,3,222103,54,91
54,61,221,1,221,5,122105,75.6,91
54,63,1221,2,221,1,222101,100,91
54,65,1221,2,221,1,222101,100,91
54,67,1221,2,221,2,222102,74.4,91
54,69,221,1,221,5,122105,100,91
54,71,1221,2,221,1,222101,99.2,91
54,73,221,1,221,5,122105,100,91
54,75,1221,2,221,1,222101,78.8,91
54,77,1221,2,221,2,222102,100,91
54,79,221,1,221,5,122105,100,91
54,81,1221,2,221,3,222103,54.8,91
54,83,1221,2,221,2,222102,95.4,91
54,85,221,1,221,5,122105,100,91
54,87,221,1,221,5,122105,100,91
54,89,1221,2,221,1,222101,71.7,91
54,91,1221,2,221,2,222102,53,91
54,93,1221,2,221,2,222102,96.4,91
54,95,221,1,221,5,122105,100,91
54,97,1221,2,221,2,222102,67.7,92
54,99,221,1,221,5,122105,100,92
54,101,1221,2,221,2,222102,100,92
54,103,221,1,221,5,122105,100,92
54,105,221,1,221,5,122105,100,92
54,107,221,1,221,5,122105,100,92
54,109,1221,2,221,3,222103,100,92
55,1,222,1,222,11,122211,100,92
55,3,212,1,212,10,121210,100,92
55,5,212,1,212,10,121210,99.5,92
55,7,212,1,212,10,121210,72.3,92
55,9,212,1,212,8,121208,100,92
55,11,222,1,222,12,122212,100,92
55,13,212,1,212,11,121211,91.6,92
55,15,222,1,222,11,122211,76.6,92
55,17,212,1,212,10,121210,70.7,92
55,19,212,1,212,10,121210,94.3,92
55,21,222,1,222,11,122211,100,92
55,23,222,1,222,12,122212,100,92
55,25,222,1,222,11,122211,82.1,92
55,27,222,1,222,11,122211,100,92
55,29,212,1,212,8,121208,100,92
55,31,212,1,212,11,121211,67.1,92
55,33,222,1,222,13,122213,94.9,92
55,35,222,1,222,12,122212,72,92
55,37,212,1,212,10,121210,100,92
55,39,222,1,222,11,122211,100,92
55,41,212,1,212,10,121210,100,92
55,43,222,1,222,12,122212,100,92
55,45,222,1,222,12,122212,38.3,92
55,47,222,1,222,11,122211,100,92
55,49,222,1,222,12,122212,100,92
55,51,212,1,212,10,121210,100,92
55,53,222,1,222,12,122212,56.9,92
55,55,222,1,222,11,122211,100,92
55,57,222,1,222,11,122211,65.6,92
55,59,222,1,222,11,122211,100,92
55,61,212,1,212,8,121208,100,92
55,63,222,1,222,12,122212,100,92
55,65,222,1,222,12,122212,100,92
55,67,212,1,212,10,121210,100,92
55,69,212,1,212,10,121210,100,92
55,71,212,1,212,8,121208,99.4,93
55,73,212,1,212,10,121210,100,93
55,75,212,1,212,10,121210,61.2,93
55,77,222,1,222,11,122211,100,93
55,78,212,1,212,10,121210,99.2,93
55,79,222,1,222,11,122211,100,93
55,81,222,1,222,12,122212,84.4,93
55,83,212,1,212,8,121208,54.9,93
55,85,212,1,212,10,121210,100,93
55,87,212,1,212,8,121208,93.1,93
55,89,222,1,222,11,122211,95.5,93
55,91,222,1,222,12,122212,81,93
55,93,222,1,222,13,122213,80.7,93
55,95,212,1,212,10,121210,70.2,93
55,97,222,1,222,11,122211,57,93
55,99,212,1,212,10,121210,100,93
55,101,222,1,222,11,122211,100,93
55,103,222,1,222,12,122212,100,93
55,105,222,1,222,11,122211,94.8,93
55,107,212,1,212,10,121210,100,93
55,109,222,1,222,13,122213,88.8,93
55,111,222,1,222,12,122212,80.2,93
55,113,212,1,212,10,121210,90.3,93
55,115,212,1,212,10,121210,63.6,93
55,117,222,1,222,11,122211,54.2,93
55,119,212,1,212,10,121210,100,93
55,121,222,1,222,12,122212,100,93
55,123,222,1,222,12,122212,100,93
55,125,212,1,212,10,121210,100,93
55,127,222,1,222,11,122211,100,93
55,129,212,1,212,11,121211,62.7,93
55,131,222,1,222,11,122211,100,93
55,133,222,1,222,11,122211,100,93
55,135,212,1,212,10,121210,53.3,93
55,137,222,1,222,11,122211,100,93
55,139,222,1,222,11,122211,100,93
55,141,212,1,212,10,121210,79.6,93
56,1,342,1,342,6,134206,53.2,93
56,3,342,1,342,1,134201,86.3,93
56,5,331,1,331,7,133107,100,93
56,7,342,1,342,6,134206,56.2,93
56,9,331,1,331,6,133106,49.8,93
56,11,331,1,331,6,133106,63.9,94
56,13,342,1,342,6,134206,56.2,94
56,15,331,1,331,6,133106,59.2,94
56,17,342,1,342,1,134201,71.4,94
56,19,331,1,331,7,133107,36.8,94
56,21,331,1,331,8,133108,85.9,94
56,23,342,1,342,5,134205,39.2,94
56,25,342,1,342,6,134206,62.5,94
56,27,331,1,331,6,133106,94.2,94
56,29,1331,2,331,1,233101,85.8,94
56,31,331,1,331,6,133106,51.8,94
56,33,331,1,331,7,133107,50.2,94
56,35,342,1,342,7,134207,58.2,94
56,37,342,1,342,7,134207,95,94
56,39,1331,2,331,4,233104,70.9,94
56,41,342,1,342,5,134205,33.7,94
56,43,342,1,342,1,134201,90.9,94
56,45,331,1,331,6,133106,61.7,94
