"source_file","source_line_start","source_line_end","routine","target","ordinal","literal","value_type","value_numeric","value_character","upstream_commit"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",34,"-48.85356","numeric",-48.85356,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",35,"0.331848","numeric",0.331848,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",36,"45.65307","numeric",45.65307,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",37,"-2.84193","numeric",-2.84193,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",38,"1.81631","numeric",1.81631,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",39,"0.00236","numeric",0.00236,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",40,"-0.00044","numeric",-0.00044,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",41,"-48.79502","numeric",-48.79502,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",42,"0.30393","numeric",0.30393,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",43,"41.76758","numeric",41.76758,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",44,"-2.31423","numeric",-2.31423,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",45,"1.27148","numeric",1.27148,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",46,"0.0016","numeric",0.0016,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",47,"0.00022","numeric",0.00022,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",48,"-39.71543","numeric",-39.71543,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",49,"0.117924","numeric",0.117924,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",50,"15.86447","numeric",15.86447,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",51,"-1.28069","numeric",-1.28069,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",52,"1.0417","numeric",1.0417,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",53,"0.00083","numeric",0.00083,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",54,"-0.00057","numeric",-0.00057,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",55,"-16.60251","numeric",-16.60251,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",56,"0.10586","numeric",0.10586,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",57,"5.825181","numeric",5.825181,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",58,"-0.442723","numeric",-0.442723,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",59,"0.334543","numeric",0.334543,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",60,"0.00028","numeric",0.00028,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",61,"-0.000149","numeric",-0.000149,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",62,"-5.615163","numeric",-5.615163,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",63,"0.025345","numeric",0.025345,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",64,"0.3226912","numeric",0.3226912,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",65,"-0.0585186","numeric",-0.0585186,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",66,"0.0563598","numeric",0.0563598,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",67,"0.000052","numeric",5.2e-05,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",68,"-0.0000766","numeric",-7.66e-05,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",69,"-0.1474525","numeric",-0.1474525,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",70,"-0.001241","numeric",-0.001241,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",71,"-98.0369","numeric",-98.0369,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",72,"14.539","numeric",14.539,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",73,"-10.9328","numeric",-10.9328,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",74,"0.0175","numeric",0.0175,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",75,"0.0285","numeric",0.0285,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",76,"85.4659","numeric",85.4659,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",42,64,"R12TAP","((R12BDSC(1,I,J),I=1,7),J=1,11)",77,"-2.4364","numeric",-2.4364,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",1,"-170.3914","numeric",-170.3914,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",2,"8.2664","numeric",8.2664,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",3,"8.6611","numeric",8.6611,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",4,"0.0039","numeric",0.0039,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",5,"-0.0049","numeric",-0.0049,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",6,"62.35210","numeric",62.3521,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",7,"-0.84389","numeric",-0.84389,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",8,"-120.5771","numeric",-120.5771,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",9,"5.6555","numeric",5.6555,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",10,"2.1029","numeric",2.1029,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",11,"0.003","numeric",0.003,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",12,"0.0019","numeric",0.0019,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",13,"88.9183","numeric",88.9183,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",14,"-0.89946","numeric",-0.89946,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",15,"-44.1824","numeric",-44.1824,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",16,"5.46496","numeric",5.46496,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",17,"-8.78737","numeric",-8.78737,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",18,"0.00098","numeric",0.00098,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",19,"0.01464","numeric",0.01464,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",20,"88.82999","numeric",88.82999,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",21,"-1.009962","numeric",-1.009962,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",22,"52.81054","numeric",52.81054,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",23,"2.30632","numeric",2.30632,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",24,"-10.04607","numeric",-10.04607,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",25,"0.00109","numeric",0.00109,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",26,"0.01558","numeric",0.01558,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",27,"1.28497","numeric",1.28497,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",28,"-0.584072","numeric",-0.584072,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",29,"41.31205","numeric",41.31205,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",30,"-1.51536","numeric",-1.51536,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",31,"-0.69208","numeric",-0.69208,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",32,"0.00201","numeric",0.00201,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",33,"0.00396","numeric",0.00396,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",34,"-41.87429","numeric",-41.87429,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",35,"0.282015","numeric",0.282015,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",36,"42.1399","numeric",42.1399,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",37,"-3.03324","numeric",-3.03324,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",38,"1.94653","numeric",1.94653,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",39,"0.00227","numeric",0.00227,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",40,"-0.00022","numeric",-0.00022,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",41,"-48.86516","numeric",-48.86516,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",42,"0.440775","numeric",0.440775,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",43,"19.19443","numeric",19.19443,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",44,"-2.68394","numeric",-2.68394,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",45,"3.15507","numeric",3.15507,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",46,"0.00235","numeric",0.00235,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",47,"-0.00444","numeric",-0.00444,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",48,"-30.33555","numeric",-30.33555,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",49,"0.380373","numeric",0.380373,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",50,"11.08655","numeric",11.08655,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",51,"-1.92976","numeric",-1.92976,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",52,"2.11924","numeric",2.11924,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",53,"0.00187","numeric",0.00187,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",54,"-0.0035","numeric",-0.0035,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",55,"-14.02272","numeric",-14.02272,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",56,"0.181155","numeric",0.181155,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",57,"12.47474","numeric",12.47474,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",58,"-1.24408","numeric",-1.24408,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",59,"0.86864","numeric",0.86864,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",60,"0.00124","numeric",0.00124,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",61,"-0.0014","numeric",-0.0014,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",62,"-8.822830","numeric",-8.82283,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",63,"0.012869","numeric",0.012869,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",64,"9.690916","numeric",9.690916,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",65,"-0.466431","numeric",-0.466431,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",66,"-0.161346","numeric",-0.161346,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",67,"0.000458","numeric",0.000458,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",68,"0.000283","numeric",0.000283,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",69,"-3.608517","numeric",-3.608517,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",70,"-0.062947","numeric",-0.062947,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",71,"2.818997","numeric",2.818997,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"r12tap.f",67,91,"R12TAP","((R12BDSC(2,I,J),I=1,7),J=1,12)",72,"-0.042842","numeric",-0.042842,,"38548071d5aa652bb90c7f111f86b427f798a1c9"
