"source_file","source_line_start","source_line_end","target","statement_ordinal","literal","value","upstream_commit"
"scrib.f",74,89,"EXCEPT",32,"140440.",140440,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",33,"140800.",140800,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",34,"150060.",150060,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",35,"150280.",150280,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",36,"150451.",150451,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",37,"150511.",150511,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",38,"150611.",150611,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",39,"150741.",150741,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",40,"150801.",150801,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",41,"170461.",170461,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",42,"170611.",170611,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",43,"170641.",170641,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",44,"170751.",170751,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",45,"170801.",170801,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",46,"180440.",180440,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",47,"180701.",180701,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",48,"180710.",180710,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",49,"180770.",180770,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",50,"180811.",180811,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",51,"180830.",180830,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",52,"180911.",180911,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",53,"180931.",180931,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",54,"180951.",180951,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",55,"180981.",180981,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",56,"181001.",181001,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",57,"181071.",181071,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",58,"181111.",181111,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",59,"190080.",190080,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",60,"190090.",190090,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",61,"190131.",190131,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",62,"200080.",200080,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",63,"200090.",200090,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",64,"200621.",200621,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",65,"200641.",200641,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",66,"200661.",200661,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",67,"200670.",200670,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",68,"200691.",200691,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",69,"200710.",200710,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",70,"200770.",200770,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",71,"200791.",200791,"38548071d5aa652bb90c7f111f86b427f798a1c9"
"scrib.f",74,89,"EXCEPT",72,"999990.",999990,"38548071d5aa652bb90c7f111f86b427f798a1c9"
