"source_file","source_url","source_table","sha256","rows"
"gtr_srs036.pdf","https://www.srs.fs.usda.gov/pubs/gtr/gtr_srs036.pdf","Table 1, PDF pages 21 through 94","a84f6596f623ad1efc148730e666c748056bb5430b3d925d21b61527feeca1e8",3104
